OBJECTID *,Shape *,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
19398,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,237.263,6 - Hand Drawn,Suppression (Wildfire),<Null>,3778.328543,960169.1752
19399,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,150,726.2678,6 - Hand Drawn,Suppression (Wildfire),<Null>,7187.387966,2939101.683
19400,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,169.0834,6 - Hand Drawn,Suppression (Wildfire),<Null>,3137.742571,684256.0485
19401,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,50,269.8244,6 - Hand Drawn,Suppression (Wildfire),<Null>,4105.005748,1091940.647
19402,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,82.425881,82.42588,6 - Hand Drawn,Suppression (Wildfire),<Null>,2757.458118,333565.7072
19403,Polygon,<Null>,California,Contract County,Marin County,BALD HILL,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,75,349.7757,6 - Hand Drawn,Suppression (Wildfire),<Null>,4609.655073,1415492.167
19405,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,100,849.2816,6 - Hand Drawn,Suppression (Wildfire),<Null>,6837.623291,3436920.705
19406,Polygon,<Null>,California,Contract County,Marin County,FREITAS RANCH,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,300,1006.896,6 - Hand Drawn,Suppression (Wildfire),<Null>,7490.964933,4074762.036
19407,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,10,64.93395,6 - Hand Drawn,Suppression (Wildfire),<Null>,1989.284547,262778.3873
19408,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,111.5061,6 - Hand Drawn,Suppression (Wildfire),<Null>,2394.945703,451249.3751
19409,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,100,225.4343,6 - Hand Drawn,Suppression (Wildfire),<Null>,3513.274252,912300.3824
19410,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,75,486.406,6 - Hand Drawn,Suppression (Wildfire),<Null>,5869.121819,1968415.092
19411,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,75,288.1834,6 - Hand Drawn,Suppression (Wildfire),<Null>,4269.920263,1166236.992
19412,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,2000,1183.694,6 - Hand Drawn,Suppression (Wildfire),<Null>,8891.16497,4790240.275
19413,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,30,146.296,6 - Hand Drawn,Suppression (Wildfire),<Null>,3604.670182,592038.7369
19414,Polygon,<Null>,California,Contract County,Marin County,GOLF CLUB,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,50,362.8459,6 - Hand Drawn,Suppression (Wildfire),<Null>,4772.957879,1468385.087
19415,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,300,495.0202,6 - Hand Drawn,Suppression (Wildfire),<Null>,5236.690572,2003275.452
19416,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,65.95124,6 - Hand Drawn,Suppression (Wildfire),<Null>,1965.426806,266895.2154
19417,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,20,261.2508,6 - Hand Drawn,Suppression (Wildfire),<Null>,3864.326365,1057244.362
19418,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,101.4799,6 - Hand Drawn,Suppression (Wildfire),<Null>,2471.859912,410674.5056
19419,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,100,255.7988,6 - Hand Drawn,Suppression (Wildfire),<Null>,4603.530712,1035181.189
19420,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,200,461.7089,6 - Hand Drawn,Suppression (Wildfire),<Null>,5193.021671,1868469.516
19421,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,71.88039,6 - Hand Drawn,Suppression (Wildfire),<Null>,1978.072144,290889.5915
19422,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,10,31.93853,6 - Hand Drawn,Suppression (Wildfire),<Null>,1283.363788,129250.6471
19423,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,15,112.235,6 - Hand Drawn,Suppression (Wildfire),<Null>,2668.130314,454198.7977
19424,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,75,516.3871,6 - Hand Drawn,Suppression (Wildfire),<Null>,5606.695495,2089744.492
19425,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,100,275.8574,6 - Hand Drawn,Suppression (Wildfire),<Null>,3833.134051,1116355.306
19426,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,20,206.5395,6 - Hand Drawn,Suppression (Wildfire),<Null>,3296.630731,835835.767
19427,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,20,133.1637,6 - Hand Drawn,Suppression (Wildfire),<Null>,2767.68613,538894.2507
19428,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,50,95.86,6 - Hand Drawn,Suppression (Wildfire),<Null>,3047.7979,387931.6489
19429,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,100,302.9661,6 - Hand Drawn,Suppression (Wildfire),<Null>,4265.468735,1226060.462
19430,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,200,581.024,6 - Hand Drawn,Suppression (Wildfire),<Null>,5553.129539,2351320.65
19431,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,732.67961,732.6796,6 - Hand Drawn,Suppression (Wildfire),<Null>,6200.900478,2965049.185
19432,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,4000,1620.925,6 - Hand Drawn,Suppression (Wildfire),<Null>,10087.75053,6559649.3
19433,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,75,221.179,6 - Hand Drawn,Suppression (Wildfire),<Null>,3371.179188,895079.6135
19434,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,200,496.8296,6 - Hand Drawn,Suppression (Wildfire),<Null>,5593.576045,2010598.09
19435,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,50,186.4171,6 - Hand Drawn,Suppression (Wildfire),<Null>,3134.915313,754403.4005
19436,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,44.987629,44.98763,6 - Hand Drawn,Suppression (Wildfire),<Null>,1535.81194,182058.475
19437,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,1500,1494.277,6 - Hand Drawn,Suppression (Wildfire),<Null>,9015.271615,6047122.909
19438,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,50,465.5346,6 - Hand Drawn,Suppression (Wildfire),<Null>,4924.864764,1883951.544
19439,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,2000,2927.242,6 - Hand Drawn,Suppression (Wildfire),<Null>,14396.54861,11846128.02
19440,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,62.012678,62.01268,6 - Hand Drawn,Suppression (Wildfire),<Null>,1845.456444,250956.3939
19441,Polygon,<Null>,California,Contract County,Marin County,UKNOWN,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,1917-34(Yr Not Report)MarinCo FireChief Garber Map,40.013698,40.0137,6 - Hand Drawn,Suppression (Wildfire),<Null>,1460.873538,161929.6893
764,Polygon,,California,California Department of Forestry and Fire Protection,San Luis Obispo CAL FIRE, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,46.32996,<Null>,Suppression (Wildfire),0,1906.889849,187490.7118
2027,Polygon,,California,Contract County,Ventura County,TAYLOR RANCH,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,144.6751,<Null>,Suppression (Wildfire),0,3145.899488,585479.4995
2028,Polygon,,California,Contract County,Ventura County,TAYLOR RANCH,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,49.24646,<Null>,Suppression (Wildfire),0,1667.307323,199293.3611
2029,Polygon,,California,Contract County,Ventura County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,359.3586,<Null>,Suppression (Wildfire),0,5662.722788,1454272.411
2030,Polygon,,California,Contract County,Ventura County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,124.3117,<Null>,Suppression (Wildfire),0,2819.700047,503071.7942
2031,Polygon,,California,USDA Forest Service,Shasta-Trinity National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,33.75682,<Null>,Suppression (Wildfire),9,5069.835243,136608.9841
2032,Polygon,,California,USDA Forest Service,Shasta-Trinity National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,948.3046,<Null>,Suppression (Wildfire),288,9364.315232,3837652.482
2033,Polygon,,California,USDA Forest Service,Mendocino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,769.4049,<Null>,Suppression (Wildfire),46,9963.623688,3113671.287
2034,Polygon,,California,USDA Forest Service,Mendocino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,678.7897,<Null>,Suppression (Wildfire),0,7494.292146,2746964.62
2073,Polygon,1878,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,59468.88,<Null>,Suppression (Wildfire),0,87952.01647,240662028.7
2077,Polygon,1895,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,628.1136,<Null>,Suppression (Wildfire),0,5928.650189,2541885.638
2078,Polygon,1896,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,7531.717,<Null>,Suppression (Wildfire),0,30166.82141,30479776.77
2079,Polygon,1898,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,1660.103,<Null>,Suppression (Wildfire),0,11223.40078,6718198.593
2080,Polygon,1898,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,428.4387,<Null>,Suppression (Wildfire),0,4996.833661,1733830.029
2081,Polygon,1898,California,Contract County,Ventura County,LOS PADRES,0,9/1/1898,<Null>,14 - Unknown / Unidentified,,<Null>,20539.95,<Null>,Suppression (Wildfire),0,46191.33317,83122225.42
4210,Polygon,1898,California,Contract County,Ventura County,MATILIJA,0,4/1/1898,<Null>,14 - Unknown / Unidentified,,<Null>,2641.123,<Null>,Suppression (Wildfire),0,22586.83513,10688246.03
4211,Polygon,1898,California,Contract County,Ventura County,COZY DELL,0,9/1/1898,<Null>,14 - Unknown / Unidentified,,<Null>,2974.585,<Null>,Suppression (Wildfire),0,15494.86507,12037719.71
2516,Polygon,1900,California,California Department of Forestry and Fire Protection,Riverside CAL FIRE, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,978.7541,<Null>,Suppression (Wildfire),0,14434.88603,3960877.166
2517,Polygon,1900,California,Contract County,Los Angeles County,BIG FIRE,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,2521.064,<Null>,Suppression (Wildfire),0,17661.18468,10202383.38
2518,Polygon,1900,California,Contract County,Los Angeles County,BIG FIRE,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,16960.49,<Null>,Suppression (Wildfire),0,60972.24015,68636685.55
2519,Polygon,1900,California,California Department of Forestry and Fire Protection,Riverside CAL FIRE,BEDFORD-ISLAND,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,76.10222,<Null>,Suppression (Wildfire),0,3739.879145,307974.7491
2520,Polygon,1900,California,California Department of Forestry and Fire Protection,Shasta - Trinity CAL FIRE,RI/ESCAPE,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,442.6461,<Null>,Suppression (Wildfire),0,7785.821113,1791325.454
4212,Polygon,1900,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,1300.429,<Null>,Suppression (Wildfire),0,11275.28343,5262650.173
4213,Polygon,1900,California,California Department of Forestry and Fire Protection,Riverside CAL FIRE, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,755.6528,<Null>,Suppression (Wildfire),0,8292.455851,3058018.356
4311,Polygon,1900,California,USDA Forest Service,Plumas National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,419.3985,<Null>,Suppression (Wildfire),1,5486.826205,1697245.399
4312,Polygon,1900,California,USDA Forest Service,Modoc National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,77.06744,<Null>,Suppression (Wildfire),0,2356.513683,311880.8418
4314,Polygon,1900,California,California Department of Forestry and Fire Protection,Fresno-Kings CAL FIRE,DEER,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,168.7551,<Null>,Suppression (Wildfire),0,3533.798195,682927.8601
4409,Polygon,1900,California,California Department of Forestry and Fire Protection,Fresno-Kings CAL FIRE,BEAL FUEL BREAK,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,738.9896,<Null>,Suppression (Wildfire),0,19263.69221,2990584.964
4410,Polygon,1900,California,USDA Forest Service,Klamath National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,89.15306,<Null>,Suppression (Wildfire),0,2884.997473,360789.6363
12748,Polygon,1902,California,Contract County,Ventura County,FEROUD,0,8/1/1902,<Null>,14 - Unknown / Unidentified,,<Null>,731.4816,<Null>,Suppression (Wildfire),0,6549.088137,2960200.917
4411,Polygon,1903,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,3269.083,<Null>,Suppression (Wildfire),0,15686.02162,13229509.06
4412,Polygon,1903,California,Contract County,Ventura County,SAN ANTONIO,0,10/1/1903,<Null>,14 - Unknown / Unidentified,,<Null>,380.2606,<Null>,Suppression (Wildfire),0,8157.506638,1538859.997
4413,Polygon,1905,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,214.2885,<Null>,Suppression (Wildfire),0,4309.141672,867194.6989
4414,Polygon,1906,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,1298.274,<Null>,Suppression (Wildfire),0,9669.041172,5253928.327
4415,Polygon,1906,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,2352.525,<Null>,Suppression (Wildfire),0,13104.49495,9520330.449
4416,Polygon,1906,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,85.55767,<Null>,Suppression (Wildfire),0,2307.466946,346239.6198
4417,Polygon,1906,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,228.5342,<Null>,Suppression (Wildfire),0,3775.757795,924845.0115
2203,Polygon,1907,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,22.77034,<Null>,Suppression (Wildfire),0,1156.711831,92148.27778
2204,Polygon,1907,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,139.8155,<Null>,Suppression (Wildfire),0,3156.839802,565813.2499
2205,Polygon,1907,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,15.7264,<Null>,Suppression (Wildfire),0,931.69622,63642.49284
2206,Polygon,1907,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,10.93837,<Null>,Suppression (Wildfire),0,812.678913,44266.0054
4418,Polygon,1907,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,131.1705,<Null>,Suppression (Wildfire),0,2693.889785,530828.0166
4419,Polygon,1907,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,422.1674,<Null>,Suppression (Wildfire),0,6161.735458,1708451.09
4420,Polygon,1907,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,88.51633,<Null>,Suppression (Wildfire),0,2326.150254,358212.9027
